,ID,Year,Month,Data Type,Value1,Mflag1,Qflag1,Sflag1,Value2,Mflag2,Qflag2,Sflag2,Value3,Mflag3,Qflag3,Sflag3,Value4,Mflag4,Qflag4,Sflag4,Value5,Mflag5,Qflag5,Sflag5,Value6,Mflag6,Qflag6,Sflag6,Value7,Mflag7,Qflag7,Sflag7,Value8,Mflag8,Qflag8,Sflag8,Value9,Mflag9,Qflag9,Sflag9,Value10,Mflag10,Qflag10,Sflag10,Value11,Mflag11,Qflag11,Sflag11,Value12,Mflag12,Qflag12,Sflag12,Value13,Mflag13,Qflag13,Sflag13,Value14,Mflag14,Qflag14,Sflag14,Value15,Mflag15,Qflag15,Sflag15,Value16,Mflag16,Qflag16,Sflag16,Value17,Mflag17,Qflag17,Sflag17,Value18,Mflag18,Qflag18,Sflag18,Value19,Mflag19,Qflag19,Sflag19,Value20,Mflag20,Qflag20,Sflag20,Value21,Mflag21,Qflag21,Sflag21,Value22,Mflag22,Qflag22,Sflag22,Value23,Mflag23,Qflag23,Sflag23,Value24,Mflag24,Qflag24,Sflag24,Value25,Mflag25,Qflag25,Sflag25,Value26,Mflag26,Qflag26,Sflag26,Value27,Mflag27,Qflag27,Sflag27,Value28,Mflag28,Qflag28,Sflag28,Value29,Mflag29,Qflag29,Sflag29,Value30,Mflag30,Qflag30,Sflag30,Value31,Mflag31,Qflag31,Sflag31
1165,USC00187705,1953,1,TMAX,72, , ,0,83, , ,0,83, , ,0,44, , ,0,17, , ,0,22, , ,0,33, , ,0,28, , ,0,28, , ,0,33, , ,0,39, , ,0,56, , ,0,78, , ,0,156, , ,0,183, , ,0,211, , ,0,156, , ,0,83, , ,0,144, , ,0,139, , ,0,122, , ,0,100, , ,0,106, , ,0,200, , ,0,172, , ,0,33, , ,0,56, , ,0,89, , ,0,78, , ,0,67, , ,0,150, , ,0
1166,USC00187705,1953,1,TMIN,-11, , ,0,-17, , ,0,17, , ,0,-17, , ,0,-56, , ,0,-39, , ,0,-11, , ,0,-17, , ,0,6, , ,0,6, , ,0,6, , ,0,-17, , ,0,-22, , ,0,-28, , ,0,22, , ,0,61, , ,0,-39, , ,0,0, , ,0,22, , ,0,11, , ,0,33, , ,0,11, , ,0,0, , ,0,78, , ,0,17, , ,0,-39, , ,0,0, , ,0,28, , ,0,-50, , ,0,-44, , ,0,44, , ,0
1167,USC00187705,1953,1,TOBS,44, , ,0,72, , ,0,44, , ,0,-11, , ,0,6, , ,0,22, , ,0,17, , ,0,6, , ,0,17, , ,0,33, , ,0,17, , ,0,44, , ,0,72, , ,0,133, , ,0,172, , ,0,156, , ,0,6, , ,0,78, , ,0,139, , ,0,117, , ,0,33, , ,0,94, , ,0,94, , ,0,-9999, , , ,22, , ,0,28, , ,0,56, , ,0,78, , ,0,50, , ,0,61, , ,0,133, , ,0
1168,USC00187705,1953,1,PRCP,28, , ,0,0, , ,0,20, , ,0,0,T, ,0,0, , ,0,0, , ,0,38, , ,0,127, , ,0,328, , ,0,56, , ,0,13, , ,0,56, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,61, , ,0,0,T, ,0,0, , ,0,5, , ,0,46, , ,0,0,T, ,0,198, , ,0,0,T, ,0,0, , ,0,0, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0
1169,USC00187705,1953,1,SNOW,13, , ,0,0, , ,0,3, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1170,USC00187705,1953,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1171,USC00187705,1953,1,WT01,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1172,USC00187705,1953,1,WT11,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1249,USC00187705,1954,1,TMAX,128, , ,0,128, , ,0,128, , ,0,78, , ,0,67, , ,0,67, , ,0,50, , ,0,50, , ,0,139, , ,0,133, , ,0,28, , ,0,-22, , ,0,-44, , ,0,-11, , ,0,22, , ,0,67, , ,0,44, , ,0,0, , ,0,100, , ,0,133, , ,0,156, , ,0,33, ,I,0,-17, , ,0,11, , ,0,83, , ,0,161, , ,0,211, , ,0,-9999, , , ,-9999, , , ,111, , ,0,111, , ,0
1250,USC00187705,1954,1,TMIN,6, , ,0,-11, , ,0,-11, , ,0,-11, , ,0,-17, , ,0,-17, , ,0,-22, , ,0,-22, , ,0,-28, , ,0,-39, , ,0,-89, , ,0,-94, , ,0,-117, , ,0,-100, , ,0,-39, , ,0,6, , ,0,-44, , ,0,-122, , ,0,-11, , ,0,22, , ,0,61, ,I,0,-67, , ,0,-128, , ,0,-72, , ,0,-6, , ,0,22, , ,0,72, , ,0,-9999, , , ,-9999, , , ,11, , ,0,-44, , ,0
1251,USC00187705,1954,1,TOBS,28, , ,0,122, , ,0,61, , ,0,0, , ,0,61, , ,0,28, , ,0,44, , ,0,28, , ,0,83, , ,0,28, , ,0,-61, , ,0,-56, , ,0,-50, , ,0,-33, , ,0,17, , ,0,44, , ,0,-39, , ,0,-6, , ,0,89, , ,0,128, , ,0,-9999, , , ,-56, , ,0,-39, , ,0,0, , ,0,72, , ,0,150, , ,0,194, , ,0,-11, , ,0,39, , ,0,122, ,I,0,11, , ,0
1252,USC00187705,1954,1,PRCP,0, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,18, , ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,127, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1253,USC00187705,1954,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,3, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,127, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1254,USC00187705,1954,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,102, , ,0,102, , ,0,102, , ,0,76, , ,0,51, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,76, , ,0,76, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1322,USC00187705,1955,1,TMAX,106, , ,0,167, , ,0,139, , ,0,150, , ,0,139, , ,0,106, , ,0,72, , ,0,67, , ,0,61, , ,0,67, , ,0,56, , ,0,28, , ,0,22, , ,0,22, , ,0,78, , ,0,83, , ,0,56, , ,0,39, , ,0,33, , ,0,22, , ,0,-6, , ,0,78, , ,0,78, , ,0,33, , ,0,56, , ,0,50, , ,0,72, , ,0,-39, , ,0,-11, , ,0,-17, , ,0,6, , ,0
1323,USC00187705,1955,1,TMIN,-6, , ,0,56, , ,0,39, , ,0,61, , ,0,-28, , ,0,6, , ,0,6, , ,0,-11, , ,0,-11, , ,0,6, , ,0,-6, , ,0,-56, , ,0,-22, , ,0,-33, , ,0,-33, , ,0,-28, , ,0,-17, , ,0,-56, , ,0,-39, , ,0,-50, , ,0,-78, , ,0,-28, , ,0,-11, , ,0,-33, , ,0,-33, , ,0,-33, , ,0,-56, , ,0,-144, , ,0,-83, , ,0,-83, , ,0,-111, , ,0
1324,USC00187705,1955,1,TOBS,89, , ,0,139, , ,0,122, , ,0,133, , ,0,11, , ,0,72, , ,0,50, , ,0,50, , ,0,22, , ,0,56, , ,0,28, , ,0,11, , ,0,-11, , ,0,22, , ,0,78, , ,0,39, , ,0,33, , ,0,33, , ,0,28, , ,0,-11, , ,0,-6, , ,0,78, , ,0,11, , ,0,17, , ,0,44, , ,0,50, , ,0,-56, , ,0,-39, , ,0,-28, , ,0,-33, , ,0,-6, , ,0
1325,USC00187705,1955,1,PRCP,0, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,5, , ,0,0, , ,0,0, , ,0,18, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1326,USC00187705,1955,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1327,USC00187705,1955,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1392,USC00187705,1956,1,TMAX,50, , ,0,39, , ,0,78, , ,0,83, , ,0,72, , ,0,83, , ,0,78, , ,0,50, , ,0,-11, , ,0,83, , ,0,83, , ,0,83, , ,0,83, , ,0,50, , ,0,89, , ,0,83, , ,0,39, , ,0,56, , ,0,56, , ,0,33, , ,0,33, , ,0,61, , ,0,61, , ,0,-11, ,I,0,0, , ,0,0, , ,0,6, , ,0,28, , ,0,39, , ,0,150, , ,0,44, , ,0
1393,USC00187705,1956,1,TMIN,-44, , ,0,-61, , ,0,6, , ,0,-11, , ,0,-11, , ,0,-22, , ,0,-33, , ,0,-72, , ,0,-61, , ,0,-17, , ,0,33, , ,0,22, , ,0,6, , ,0,-22, , ,0,-11, , ,0,-11, , ,0,-22, , ,0,-33, , ,0,-22, , ,0,-17, , ,0,-72, , ,0,-39, , ,0,0, , ,0,-78, , ,0,-67, , ,0,-72, , ,0,-78, , ,0,-94, , ,0,-11, , ,0,28, , ,0,-22, , ,0
1394,USC00187705,1956,1,TOBS,33, , ,0,17, , ,0,67, , ,0,56, , ,0,56, , ,0,72, , ,0,-11, , ,0,-6, , ,0,-11, , ,0,83, , ,0,44, , ,0,44, , ,0,44, , ,0,50, , ,0,89, , ,0,39, , ,0,22, , ,0,56, , ,0,-17, , ,0,-17, , ,0,22, , ,0,61, , ,0,0, , ,0,-17, , ,0,-6, , ,0,0, , ,0,0, , ,0,17, , ,0,39, , ,0,-9999, , , ,22, , ,0
1395,USC00187705,1956,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,160, , ,0,36, , ,0,33, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,38, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,132, , ,0,64, , ,0,0, , ,0
1396,USC00187705,1956,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1397,USC00187705,1956,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1398,USC00187705,1956,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1466,USC00187705,1957,1,TMAX,44, ,I,0,-11, , ,0,17, , ,0,122, , ,0,111, , ,0,22, , ,0,39, , ,0,39, , ,0,44, , ,0,83, , ,0,44, , ,0,61, , ,0,50, , ,0,6, , ,0,-44, , ,0,-17, , ,0,-22, , ,0,-11, , ,0,28, , ,0,44, , ,0,100, , ,0,106, , ,0,178, , ,0,33, , ,0,11, , ,0,67, , ,0,61, , ,0,61, , ,0,39, , ,0,83, , ,0,44, , ,0
1467,USC00187705,1957,1,TMIN,-11, , ,0,-89, , ,0,-78, , ,0,-17, , ,0,0, , ,0,-39, , ,0,-22, , ,0,-6, , ,0,-11, , ,0,11, , ,0,-67, , ,0,-61, , ,0,-17, , ,0,-72, , ,0,-139, , ,0,-106, , ,0,-111, , ,0,-161, , ,0,-139, , ,0,-89, , ,0,6, , ,0,39, , ,0,33, , ,0,-78, , ,0,-50, , ,0,-39, , ,0,17, , ,0,6, , ,0,0, , ,0,6, , ,0,0, , ,0
1468,USC00187705,1957,1,TOBS,-11, , ,0,-17, , ,0,0, , ,0,17, , ,0,17, , ,0,0, , ,0,28, , ,0,17, , ,0,44, , ,0,33, , ,0,-22, , ,0,39, , ,0,-9999, , , ,-50, , ,0,-89, , ,0,-22, , ,0,-33, , ,0,-39, , ,0,22, , ,0,39, , ,0,78, , ,0,106, , ,0,33, , ,0,-22, , ,0,11, , ,0,56, , ,0,56, , ,0,11, , ,0,39, , ,0,39, , ,0,11, , ,0
1469,USC00187705,1957,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,33, , ,0,0, , ,0,48, , ,0,74, , ,0,0, , ,0,0, , ,0,0, , ,0,64, , ,0,0, , ,0,43, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,53, , ,0,5, , ,0,104, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,84, , ,0,69, , ,0,0,T, ,0,71, , ,0
1470,USC00187705,1957,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,76, , ,0,0, , ,0,76, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0
1534,USC00187705,1958,1,TMAX,72, , ,0,28, , ,0,-6, , ,0,-11, , ,0,-6, , ,0,67, , ,0,61, , ,0,11, , ,0,-9999, , , ,89, , ,0,72, , ,0,50, , ,0,22, , ,0,72, , ,0,50, ,I,0,44, , ,0,22, , ,0,11, , ,0,11, , ,0,61, , ,0,44, , ,0,67, , ,0,78, , ,0,72, , ,0,67, , ,0,56, , ,0,94, , ,0,89, , ,0,56, , ,0,78, , ,0,67, , ,0
1535,USC00187705,1958,1,TMIN,22, , ,0,-61, , ,0,-89, , ,0,-94, , ,0,-94, , ,0,-89, , ,0,-6, , ,0,-56, , ,0,-9999, , , ,-89, , ,0,-28, , ,0,-83, , ,0,-83, , ,0,-6, , ,0,28, , ,0,6, , ,0,-11, , ,0,-22, , ,0,-72, , ,0,-61, , ,0,0, , ,0,6, , ,0,17, , ,0,-11, , ,0,22, ,I,0,17, , ,0,-11, , ,0,6, , ,0,-6, , ,0,0, , ,0,17, , ,0
1536,USC00187705,1958,1,TOBS,28, , ,0,-44, , ,0,-11, , ,0,-39, , ,0,-17, , ,0,56, , ,0,6, , ,0,-17, , ,0,-9999, , , ,67, , ,0,50, , ,0,17, , ,0,11, , ,0,61, ,I,0,44, , ,0,11, , ,0,6, , ,0,-6, , ,0,6, , ,0,44, , ,0,22, , ,0,44, , ,0,72, , ,0,6, ,I,0,39, , ,0,44, , ,0,89, , ,0,56, , ,0,39, , ,0,67, , ,0,44, , ,0
1537,USC00187705,1958,1,PRCP,3, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,432, , ,0,28, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,46, , ,0,89, , ,0,0, , ,0,0, , ,0,191, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1538,USC00187705,1958,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1539,USC00187705,1958,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1609,USC00187705,1959,1,TMAX,33, , ,0,83, , ,0,94, , ,0,89, , ,0,28, , ,0,-28, , ,0,0, , ,0,17, , ,0,17, , ,0,-6, , ,0,28, , ,0,78, , ,0,67, , ,0,56, , ,0,156, , ,0,144, , ,0,-11, , ,0,-39, , ,0,11, , ,0,50, , ,0,172, , ,0,183, , ,0,28, , ,0,72, , ,0,161, , ,0,144, , ,0,0, , ,0,44, , ,0,67, , ,0,161, , ,0,122, , ,0
1610,USC00187705,1959,1,TMIN,-17, , ,0,0, , ,0,-44, , ,0,-11, , ,0,-117, , ,0,-128, , ,0,-111, , ,0,-72, , ,0,-67, , ,0,-67, , ,0,-50, , ,0,-39, , ,0,-28, , ,0,-56, , ,0,22, , ,0,-11, , ,0,-133, , ,0,-150, , ,0,-111, , ,0,-17, , ,0,22, , ,0,11, , ,0,-67, , ,0,-78, , ,0,11, , ,0,-33, , ,0,-44, , ,0,-89, , ,0,-11, , ,0,39, , ,0,11, , ,0
1611,USC00187705,1959,1,TOBS,6, , ,0,61, , ,0,78, , ,0,22, , ,0,-89, , ,0,-39, , ,0,0, , ,0,11, , ,0,-22, , ,0,-11, , ,0,22, , ,0,44, , ,0,56, , ,0,44, , ,0,144, , ,0,-11, , ,0,-50, , ,0,-56, , ,0,6, , ,0,50, , ,0,161, , ,0,11, , ,0,17, , ,0,56, , ,0,144, , ,0,-33, , ,0,0, , ,0,33, , ,0,67, , ,0,122, , ,0,39, , ,0
1612,USC00187705,1959,1,PRCP,69, , ,0,165, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,132, , ,0,0, , ,0,0, , ,0,0, , ,0,91, , ,0,3, , ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,43, , ,0,0, , ,0,0, , ,0,10, , ,0,0, , ,0
1613,USC00187705,1959,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,99, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1614,USC00187705,1959,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,102, , ,0,76, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1615,USC00187705,1959,1,WT04,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1682,USC00187705,1960,1,TMAX,44, , ,0,39, , ,0,111, , ,0,100, , ,0,50, , ,0,44, , ,0,39, , ,0,89, , ,0,72, , ,0,133, , ,0,133, , ,0,44, , ,0,111, , ,0,106, , ,0,89, , ,0,106, , ,0,44, , ,0,44, , ,0,44, , ,0,17, , ,0,0, , ,0,-6, , ,0,17, , ,0,6, , ,0,50, , ,0,117, , ,0,111, , ,0,83, , ,0,72, , ,0,61, , ,0,56, , ,0
1683,USC00187705,1960,1,TMIN,-39, , ,0,-56, , ,0,11, , ,0,0, , ,0,-17, , ,0,0, , ,0,0, , ,0,-44, , ,0,-6, , ,0,-28, , ,0,44, , ,0,-39, , ,0,11, ,I,0,22, , ,0,39, , ,0,-11, , ,0,-28, , ,0,6, , ,0,11, , ,0,-17, , ,0,-67, , ,0,-78, , ,0,-61, , ,0,-56, , ,0,-89, , ,0,-44, , ,0,-22, , ,0,39, , ,0,44, , ,0,0, , ,0,-11, , ,0
1684,USC00187705,1960,1,TOBS,39, , ,0,22, , ,0,100, , ,0,44, , ,0,44, , ,0,33, , ,0,22, , ,0,72, , ,0,67, , ,0,133, , ,0,44, , ,0,-6, ,I,0,106, , ,0,56, , ,0,50, , ,0,39, , ,0,44, , ,0,22, , ,0,17, , ,0,0, , ,0,-22, , ,0,-11, , ,0,6, , ,0,-6, , ,0,33, , ,0,111, , ,0,83, , ,0,72, , ,0,61, , ,0,56, , ,0,44, , ,0
1685,USC00187705,1960,1,PRCP,0, , ,0,0,T, ,0,89, , ,0,0, , ,0,0, , ,0,0, , ,0,30, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,36, , ,0,71, , ,0,0, , ,0,198, , ,0,0, , ,0,0, , ,0,30, , ,0,41, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,132, , ,0,0, , ,0,0, , ,0,0, , ,0
1686,USC00187705,1960,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1687,USC00187705,1960,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1754,USC00187705,1961,1,TMAX,44, , ,0,44, , ,0,33, , ,0,28, , ,0,33, , ,0,100, , ,0,111, , ,0,100, , ,0,33, , ,0,39, , ,0,89, , ,0,89, , ,0,89, , ,0,94, , ,0,83, , ,0,17, , ,0,83, , ,0,83, , ,0,72, , ,0,0, , ,0,-39, , ,0,-56, , ,0,-28, , ,0,6, , ,0,-56, , ,0,-83, , ,0,-61, , ,0,-44, , ,0,-17, , ,0,-22, , ,0,11, , ,0
1755,USC00187705,1961,1,TMIN,-6, , ,0,-33, , ,0,-11, , ,0,-39, , ,0,-56, , ,0,-33, , ,0,17, , ,0,11, , ,0,-50, , ,0,-61, , ,0,-56, , ,0,11, , ,0,-33, , ,0,11, , ,0,6, , ,0,-11, , ,0,-22, , ,0,22, , ,0,-11, , ,0,-89, , ,0,-122, , ,0,-167, , ,0,-128, , ,0,-111, , ,0,-161, , ,0,-139, , ,0,-111, , ,0,-133, , ,0,-144, , ,0,-100, , ,0,-106, , ,0
1756,USC00187705,1961,1,TOBS,44, , ,0,33, , ,0,22, , ,0,-28, , ,0,33, , ,0,100, , ,0,100, , ,0,28, , ,0,0, , ,0,33, , ,0,89, , ,0,33, , ,0,89, , ,0,44, , ,0,6, , ,0,6, , ,0,78, , ,0,67, , ,0,0, , ,0,-44, , ,0,-50, , ,0,-72, , ,0,-33, , ,0,-61, , ,0,-89, , ,0,-89, , ,0,-67, , ,0,-44, , ,0,-22, , ,0,-33, , ,0,11, ,I,0
